,,0
comp1_rate_percent_diff,srch_destination_id,0.03453709380376218
comp8_rate,visitor_hist_starrating,0.03448613701942739
visitor_hist_starrating,comp8_rate,0.03448613701942739
comp2_rate,visitor_hist_starrating,0.03415601924314624
visitor_hist_starrating,comp2_rate,0.03415601924314624
comp3_rate_percent_diff,comp2_rate_percent_diff,0.0339585454135409
comp2_rate_percent_diff,comp3_rate_percent_diff,0.0339585454135409
comp2_inv,visitor_hist_starrating,0.03376367578076023
visitor_hist_starrating,comp2_inv,0.03376367578076023
srch_length_of_stay,prop_log_historical_price,0.03342609590105032
prop_log_historical_price,srch_length_of_stay,0.03342609590105032
comp4_rate,srch_booking_window,0.031556672744417584
srch_booking_window,comp4_rate,0.031556672744417584
comp6_inv,prop_location_score1,0.03146114214088737
prop_location_score1,comp6_inv,0.03146114214088737
comp1_inv,comp2_rate_percent_diff,0.03136386329079342
comp2_rate_percent_diff,comp1_inv,0.03136386329079342
comp1_rate,comp3_inv,0.03132735104847316
comp3_inv,comp1_rate,0.03132735104847316
comp6_rate_percent_diff,comp2_rate,0.031205492795551234
comp2_rate,comp6_rate_percent_diff,0.031205492795551234
comp2_rate,orig_destination_distance,0.03111333888373154
orig_destination_distance,comp2_rate,0.03111333888373154
comp4_rate,prop_country_id,0.030960928304954848
prop_country_id,comp4_rate,0.030960928304954848
comp5_rate,prop_country_id,0.03094787071165226
prop_country_id,comp5_rate,0.03094787071165226
prop_starrating,click_bool,0.030787629413984736
click_bool,prop_starrating,0.030787629413984736
comp6_rate_percent_diff,comp7_rate,0.03066874967728365
comp7_rate,comp6_rate_percent_diff,0.03066874967728365
year,visitor_hist_adr_usd,0.0303362923916598
visitor_hist_adr_usd,year,0.0303362923916598
comp2_rate,comp1_rate_percent_diff,0.03024826356020029
comp1_rate_percent_diff,comp2_rate,0.03024826356020029
visitor_location_country_id,srch_query_affinity_score,0.03008986775439307
srch_query_affinity_score,visitor_location_country_id,0.03008986775439307
prop_country_id,position,0.029849617878820105
position,prop_country_id,0.029849617878820105
prop_location_score1,comp4_rate_percent_diff,0.029754349869842742
comp4_rate_percent_diff,prop_location_score1,0.029754349869842742
comp7_inv,comp8_rate_percent_diff,0.029708179873445196
comp8_rate_percent_diff,comp7_inv,0.029708179873445196
comp3_rate,orig_destination_distance,0.02931403509466681
orig_destination_distance,comp3_rate,0.02931403509466681
comp6_rate_percent_diff,comp2_inv,0.029221530587180904
comp2_inv,comp6_rate_percent_diff,0.029221530587180904
site_id,prop_log_historical_price,0.02863475962546492
prop_log_historical_price,site_id,0.02863475962546492
srch_query_affinity_score,srch_length_of_stay,0.028552556976324348
srch_length_of_stay,srch_query_affinity_score,0.028552556976324348
prop_country_id,srch_adults_count,0.0284400904449781
srch_adults_count,prop_country_id,0.0284400904449781
prop_country_id,comp5_inv,0.028317703210594833
comp5_inv,prop_country_id,0.028317703210594833
comp3_inv,comp7_rate,0.028234892653370664
comp7_rate,comp3_inv,0.028234892653370664
prop_location_score1,comp4_rate,0.02808287106597605
comp4_rate,prop_location_score1,0.02808287106597605
comp5_rate,comp7_rate_percent_diff,0.027963338750109926
comp7_rate_percent_diff,comp5_rate,0.027963338750109926
orig_destination_distance,year,0.027873165714103545
year,orig_destination_distance,0.027873165714103545
prop_location_score2,comp7_inv,0.027119251447375547
comp7_inv,prop_location_score2,0.027119251447375547
srch_booking_window,promotion_flag,0.027074440981177565
promotion_flag,srch_booking_window,0.027074440981177565
site_id,random_bool,0.02681404038103538
random_bool,site_id,0.02681404038103538
srch_booking_window,comp3_inv,0.02672924519782701
comp3_inv,srch_booking_window,0.02672924519782701
comp1_rate,gross_bookings_usd,0.026451163756461442
gross_bookings_usd,comp1_rate,0.026451163756461442
visitor_hist_starrating,year,0.025831723280722085
year,visitor_hist_starrating,0.025831723280722085
booking_bool,prop_review_score,0.02580024351188105
prop_review_score,booking_bool,0.02580024351188105
srch_query_affinity_score,booking_bool,0.025523777104781202
booking_bool,srch_query_affinity_score,0.025523777104781202
prop_log_historical_price,srch_query_affinity_score,0.025335692971098504
srch_query_affinity_score,prop_log_historical_price,0.025335692971098504
prop_log_historical_price,comp3_inv,0.02529994483457297
comp3_inv,prop_log_historical_price,0.02529994483457297
comp4_inv,prop_review_score,0.025063839215220984
prop_review_score,comp4_inv,0.025063839215220984
orig_destination_distance,comp7_inv,0.024992364570799234
comp7_inv,orig_destination_distance,0.024992364570799234
visitor_location_country_id,comp5_rate,0.0248849992764373
comp5_rate,visitor_location_country_id,0.0248849992764373
random_bool,orig_destination_distance,0.024705843259855597
orig_destination_distance,random_bool,0.024705843259855597
srch_room_count,site_id,0.024071047369011334
site_id,srch_room_count,0.024071047369011334
comp2_rate,comp3_inv,0.02394821386613618
comp3_inv,comp2_rate,0.02394821386613618
visitor_hist_starrating,srch_room_count,0.02366916220947939
srch_room_count,visitor_hist_starrating,0.02366916220947939
comp8_rate,click_bool,0.023658098229725363
click_bool,comp8_rate,0.023658098229725363
booking_bool,comp8_rate,0.023607253283341872
comp8_rate,booking_bool,0.023607253283341872
prop_review_score,click_bool,0.023423735769702893
click_bool,prop_review_score,0.023423735769702893
prop_brand_bool,position,0.02341923764577678
position,prop_brand_bool,0.02341923764577678
comp4_rate_percent_diff,prop_country_id,0.023374909137643667
prop_country_id,comp4_rate_percent_diff,0.023374909137643667
srch_booking_window,srch_query_affinity_score,0.023336373833421308
srch_query_affinity_score,srch_booking_window,0.023336373833421308
comp1_rate_percent_diff,comp1_rate,0.023208590499207697
comp1_rate,comp1_rate_percent_diff,0.023208590499207697
visitor_location_country_id,comp4_rate,0.02309476646543131
comp4_rate,visitor_location_country_id,0.02309476646543131
comp7_rate_percent_diff,comp8_rate_percent_diff,0.02280244872505927
comp8_rate_percent_diff,comp7_rate_percent_diff,0.02280244872505927
srch_room_count,prop_location_score1,0.022456691970975513
prop_location_score1,srch_room_count,0.022456691970975513
srch_adults_count,comp1_rate,0.02242098437540103
comp1_rate,srch_adults_count,0.02242098437540103
visitor_location_country_id,comp5_inv,0.02240857565693801
comp5_inv,visitor_location_country_id,0.02240857565693801
prop_log_historical_price,comp5_inv,0.022250330306768616
comp5_inv,prop_log_historical_price,0.022250330306768616
comp7_rate_percent_diff,comp1_rate,0.022237254059687645
comp1_rate,comp7_rate_percent_diff,0.022237254059687645
comp1_rate,comp2_rate_percent_diff,0.022126908120955354
comp2_rate_percent_diff,comp1_rate,0.022126908120955354
comp1_rate_percent_diff,comp3_inv,0.02205830187020458
comp3_inv,comp1_rate_percent_diff,0.02205830187020458
comp2_rate,comp2_rate_percent_diff,0.021664368844992843
comp2_rate_percent_diff,comp2_rate,0.021664368844992843
comp1_rate_percent_diff,comp4_rate_percent_diff,0.021443472933401788
comp4_rate_percent_diff,comp1_rate_percent_diff,0.021443472933401788
click_bool,comp5_rate,0.02143392661532243
comp5_rate,click_bool,0.02143392661532243
prop_starrating,prop_brand_bool,0.021329345418262983
prop_brand_bool,prop_starrating,0.021329345418262983
prop_brand_bool,srch_room_count,0.021232332469572193
srch_room_count,prop_brand_bool,0.021232332469572193
booking_bool,prop_starrating,0.021205985479800626
prop_starrating,booking_bool,0.021205985479800626
prop_log_historical_price,comp4_rate_percent_diff,0.021173029958567534
comp4_rate_percent_diff,prop_log_historical_price,0.021173029958567534
comp6_inv,prop_location_score2,0.02108545878196559
prop_location_score2,comp6_inv,0.02108545878196559
srch_room_count,comp1_rate,0.020854239458309862
comp1_rate,srch_room_count,0.020854239458309862
booking_bool,comp5_rate,0.02082691319627042
comp5_rate,booking_bool,0.02082691319627042
comp3_rate_percent_diff,comp6_inv,0.02079179876179399
comp6_inv,comp3_rate_percent_diff,0.02079179876179399
comp1_rate,comp8_inv,0.02072827118783725
comp8_inv,comp1_rate,0.02072827118783725
comp7_rate,orig_destination_distance,0.020725292893662838
orig_destination_distance,comp7_rate,0.020725292893662838
srch_room_count,orig_destination_distance,0.02071995208291998
orig_destination_distance,srch_room_count,0.02071995208291998
comp5_inv,year,0.020547513925362134
year,comp5_inv,0.020547513925362134
srch_destination_id,site_id,0.02041016215213884
site_id,srch_destination_id,0.02041016215213884
srch_booking_window,comp7_rate,0.02024215292342288
comp7_rate,srch_booking_window,0.02024215292342288
gross_bookings_usd,comp7_inv,0.020147862578082085
comp7_inv,gross_bookings_usd,0.020147862578082085
comp6_rate_percent_diff,comp5_inv,0.019790317791044995
comp5_inv,comp6_rate_percent_diff,0.019790317791044995
prop_review_score,srch_saturday_night_bool,0.01923035522486142
srch_saturday_night_bool,prop_review_score,0.01923035522486142
prop_review_score,srch_adults_count,0.019174505595077447
srch_adults_count,prop_review_score,0.019174505595077447
comp2_rate,comp6_inv,0.019112954648150497
comp6_inv,comp2_rate,0.019112954648150497
srch_adults_count,prop_location_score1,0.019014245785186075
prop_location_score1,srch_adults_count,0.019014245785186075
comp6_rate_percent_diff,srch_destination_id,0.01889983745904913
srch_destination_id,comp6_rate_percent_diff,0.01889983745904913
comp8_inv,comp6_rate,0.01887991011499784
comp6_rate,comp8_inv,0.01887991011499784
srch_booking_window,comp1_rate_percent_diff,0.0187538449968813
comp1_rate_percent_diff,srch_booking_window,0.0187538449968813
visitor_location_country_id,position,0.018716496242970133
position,visitor_location_country_id,0.018716496242970133
comp4_inv,position,0.01867294459490513
position,comp4_inv,0.01867294459490513
comp5_rate_percent_diff,visitor_hist_adr_usd,0.01835174461073142
visitor_hist_adr_usd,comp5_rate_percent_diff,0.01835174461073142
comp1_rate,srch_booking_window,0.01832133390560125
srch_booking_window,comp1_rate,0.01832133390560125
srch_id,comp4_rate_percent_diff,0.01829664152776644
comp4_rate_percent_diff,srch_id,0.01829664152776644
comp7_inv,comp5_rate_percent_diff,0.018244851990826767
comp5_rate_percent_diff,comp7_inv,0.018244851990826767
comp4_rate,click_bool,0.018166443226935263
click_bool,comp4_rate,0.018166443226935263
visitor_hist_adr_usd,random_bool,0.018136964040526976
random_bool,visitor_hist_adr_usd,0.018136964040526976
comp4_rate,booking_bool,0.01792622896730812
booking_bool,comp4_rate,0.01792622896730812
comp6_inv,comp6_rate_percent_diff,0.017875913195318012
comp6_rate_percent_diff,comp6_inv,0.017875913195318012
prop_starrating,comp5_rate,0.01782164726778317
comp5_rate,prop_starrating,0.01782164726778317
srch_length_of_stay,year,0.017808400829076563
year,srch_length_of_stay,0.017808400829076563
comp6_inv,visitor_hist_adr_usd,0.017422271616465868
visitor_hist_adr_usd,comp6_inv,0.017422271616465868
promotion_flag,srch_adults_count,0.017321442347493655
srch_adults_count,promotion_flag,0.017321442347493655
comp1_rate,srch_query_affinity_score,0.017296271921972844
srch_query_affinity_score,comp1_rate,0.017296271921972844
comp7_inv,year,0.017206798932700305
year,comp7_inv,0.017206798932700305
comp6_rate_percent_diff,comp5_rate_percent_diff,0.0171633242119951
comp5_rate_percent_diff,comp6_rate_percent_diff,0.0171633242119951
comp4_inv,comp8_rate_percent_diff,0.017121389919398673
comp8_rate_percent_diff,comp4_inv,0.017121389919398673
comp3_rate_percent_diff,prop_location_score1,0.017098950161641133
prop_location_score1,comp3_rate_percent_diff,0.017098950161641133
comp2_rate,click_bool,0.016951139624519013
click_bool,comp2_rate,0.016951139624519013
comp2_inv,comp1_rate_percent_diff,0.016887354403571465
comp1_rate_percent_diff,comp2_inv,0.016887354403571465
srch_length_of_stay,prop_location_score2,0.01681746499028488
prop_location_score2,srch_length_of_stay,0.01681746499028488
comp4_rate_percent_diff,prop_brand_bool,0.016775505733273962
prop_brand_bool,comp4_rate_percent_diff,0.016775505733273962
comp2_rate_percent_diff,comp3_inv,0.016490564321339822
comp3_inv,comp2_rate_percent_diff,0.016490564321339822
year,gross_bookings_usd,0.016487250832339873
gross_bookings_usd,year,0.016487250832339873
srch_query_affinity_score,prop_country_id,0.016483264997289634
prop_country_id,srch_query_affinity_score,0.016483264997289634
comp3_rate,booking_bool,0.01631467149932607
booking_bool,comp3_rate,0.01631467149932607
booking_bool,comp2_rate,0.016216809414883807
comp2_rate,booking_bool,0.016216809414883807
comp6_rate_percent_diff,comp3_rate_percent_diff,0.016212464259658815
comp3_rate_percent_diff,comp6_rate_percent_diff,0.016212464259658815
comp1_rate,prop_id,0.016125655201120196
prop_id,comp1_rate,0.016125655201120196
prop_location_score1,comp2_inv,0.015999997020212847
comp2_inv,prop_location_score1,0.015999997020212847
comp2_inv,visitor_hist_adr_usd,0.01598661516746371
visitor_hist_adr_usd,comp2_inv,0.01598661516746371
gross_bookings_usd,comp2_rate_percent_diff,0.015678868147662676
comp2_rate_percent_diff,gross_bookings_usd,0.015678868147662676
visitor_hist_adr_usd,srch_room_count,0.01563082976157127
srch_room_count,visitor_hist_adr_usd,0.01563082976157127
comp3_rate,click_bool,0.015629388643023063
click_bool,comp3_rate,0.015629388643023063
srch_room_count,prop_review_score,0.015613516305258283
prop_review_score,srch_room_count,0.015613516305258283
random_bool,srch_children_count,0.015593502400451391
srch_children_count,random_bool,0.015593502400451391
comp4_inv,comp3_rate_percent_diff,0.015592968537713388
comp3_rate_percent_diff,comp4_inv,0.015592968537713388
comp6_rate,comp7_rate_percent_diff,0.015519970587481557
comp7_rate_percent_diff,comp6_rate,0.015519970587481557
comp8_rate_percent_diff,prop_starrating,0.0154286274574192
prop_starrating,comp8_rate_percent_diff,0.0154286274574192
comp4_inv,srch_saturday_night_bool,0.015378761233781285
srch_saturday_night_bool,comp4_inv,0.015378761233781285
random_bool,visitor_hist_starrating,0.01537515649797264
visitor_hist_starrating,random_bool,0.01537515649797264
comp4_inv,comp5_rate_percent_diff,0.015277767429197965
comp5_rate_percent_diff,comp4_inv,0.015277767429197965
comp6_inv,comp7_rate_percent_diff,0.015220904509779481
comp7_rate_percent_diff,comp6_inv,0.015220904509779481
visitor_hist_starrating,comp1_rate,0.015216672225638194
comp1_rate,visitor_hist_starrating,0.015216672225638194
prop_starrating,comp3_rate_percent_diff,0.014983658142214305
comp3_rate_percent_diff,prop_starrating,0.014983658142214305
srch_children_count,prop_review_score,0.014947972999851332
prop_review_score,srch_children_count,0.014947972999851332
srch_saturday_night_bool,comp4_rate_percent_diff,0.014905240111309486
comp4_rate_percent_diff,srch_saturday_night_bool,0.014905240111309486
comp3_rate,prop_location_score1,0.014811152329583105
prop_location_score1,comp3_rate,0.014811152329583105
srch_destination_id,orig_destination_distance,0.014591698981336026
orig_destination_distance,srch_destination_id,0.014591698981336026
comp4_rate,comp6_rate_percent_diff,0.014588851816394886
comp6_rate_percent_diff,comp4_rate,0.014588851816394886
click_bool,comp7_rate,0.014477958109330362
comp7_rate,click_bool,0.014477958109330362
srch_saturday_night_bool,comp5_inv,0.01443275857430961
comp5_inv,srch_saturday_night_bool,0.01443275857430961
year,srch_room_count,0.014420399357635356
srch_room_count,year,0.014420399357635356
orig_destination_distance,comp7_rate_percent_diff,0.01438551331455019
comp7_rate_percent_diff,orig_destination_distance,0.01438551331455019
comp1_rate_percent_diff,comp7_rate,0.01435269503747076
comp7_rate,comp1_rate_percent_diff,0.01435269503747076
year,comp4_rate_percent_diff,0.014254055563146566
comp4_rate_percent_diff,year,0.014254055563146566
random_bool,comp1_inv,0.014199909026713982
comp1_inv,random_bool,0.014199909026713982
orig_destination_distance,comp6_rate,0.01416083901564994
comp6_rate,orig_destination_distance,0.01416083901564994
comp8_inv,comp5_rate_percent_diff,0.014116945812018937
comp5_rate_percent_diff,comp8_inv,0.014116945812018937
comp2_inv,orig_destination_distance,0.014034745908433142
orig_destination_distance,comp2_inv,0.014034745908433142
year,comp6_inv,0.013961948495038339
comp6_inv,year,0.013961948495038339
prop_log_historical_price,comp1_inv,0.01392708792526882
comp1_inv,prop_log_historical_price,0.01392708792526882
comp4_rate,comp5_inv,0.013854873418653364
comp5_inv,comp4_rate,0.013854873418653364
comp6_rate_percent_diff,promotion_flag,0.013721095602100624
promotion_flag,comp6_rate_percent_diff,0.013721095602100624
prop_location_score1,comp2_rate,0.013495514571403265
comp2_rate,prop_location_score1,0.013495514571403265
orig_destination_distance,comp6_inv,0.013356160202548293
comp6_inv,orig_destination_distance,0.013356160202548293
comp2_inv,srch_booking_window,0.013337929229975006
srch_booking_window,comp2_inv,0.013337929229975006
comp6_rate,click_bool,0.013183828268159468
click_bool,comp6_rate,0.013183828268159468
comp7_rate,prop_log_historical_price,0.013089854675821326
prop_log_historical_price,comp7_rate,0.013089854675821326
comp6_rate_percent_diff,comp1_rate_percent_diff,0.012977737188015771
comp1_rate_percent_diff,comp6_rate_percent_diff,0.012977737188015771
visitor_location_country_id,srch_children_count,0.012874281422320692
srch_children_count,visitor_location_country_id,0.012874281422320692
prop_starrating,comp5_rate_percent_diff,0.01286124260329085
comp5_rate_percent_diff,prop_starrating,0.01286124260329085
visitor_hist_starrating,comp2_rate_percent_diff,0.012841019809907867
comp2_rate_percent_diff,visitor_hist_starrating,0.012841019809907867
site_id,comp8_rate,0.01275559278256391
comp8_rate,site_id,0.01275559278256391
srch_destination_id,comp7_inv,0.012727082152948047
comp7_inv,srch_destination_id,0.012727082152948047
srch_length_of_stay,comp3_inv,0.012725222465898871
comp3_inv,srch_length_of_stay,0.012725222465898871
comp3_inv,srch_destination_id,0.012618404752230555
srch_destination_id,comp3_inv,0.012618404752230555
comp8_rate,prop_location_score1,0.012607704404720605
prop_location_score1,comp8_rate,0.012607704404720605
price_usd,srch_query_affinity_score,0.012606713954374649
srch_query_affinity_score,price_usd,0.012606713954374649
srch_query_affinity_score,comp1_rate_percent_diff,0.012494804436960338
comp1_rate_percent_diff,srch_query_affinity_score,0.012494804436960338
comp8_rate,prop_location_score2,0.012404746528503872
prop_location_score2,comp8_rate,0.012404746528503872
comp8_rate_percent_diff,prop_location_score1,0.012367597703751725
prop_location_score1,comp8_rate_percent_diff,0.012367597703751725
comp6_rate_percent_diff,prop_id,0.012274064278579714
prop_id,comp6_rate_percent_diff,0.012274064278579714
comp6_rate_percent_diff,comp1_inv,0.012157209574871533
comp1_inv,comp6_rate_percent_diff,0.012157209574871533
comp4_rate_percent_diff,prop_review_score,0.012154100653347174
prop_review_score,comp4_rate_percent_diff,0.012154100653347174
random_bool,year,0.012133830811235442
year,random_bool,0.012133830811235442
comp4_inv,srch_adults_count,0.012113207633349207
srch_adults_count,comp4_inv,0.012113207633349207
visitor_hist_starrating,comp3_rate_percent_diff,0.012073212759693966
comp3_rate_percent_diff,visitor_hist_starrating,0.012073212759693966
comp1_rate,visitor_hist_adr_usd,0.012048317106690515
visitor_hist_adr_usd,comp1_rate,0.012048317106690515
comp6_rate_percent_diff,comp8_rate_percent_diff,0.011950761793807711
comp8_rate_percent_diff,comp6_rate_percent_diff,0.011950761793807711
comp4_rate,comp2_inv,0.011792897839766217
comp2_inv,comp4_rate,0.011792897839766217
prop_starrating,month,0.011662994261954504
month,prop_starrating,0.011662994261954504
srch_room_count,promotion_flag,0.01159730922301525
promotion_flag,srch_room_count,0.01159730922301525
comp3_inv,position,0.011522999792952385
position,comp3_inv,0.011522999792952385
comp6_rate,booking_bool,0.011454592842016463
booking_bool,comp6_rate,0.011454592842016463
booking_bool,comp7_rate,0.011431733594814818
comp7_rate,booking_bool,0.011431733594814818
comp3_rate,srch_booking_window,0.01137548404635252
srch_booking_window,comp3_rate,0.01137548404635252
visitor_hist_adr_usd,comp7_inv,0.011371457491338041
comp7_inv,visitor_hist_adr_usd,0.011371457491338041
comp8_inv,comp2_rate_percent_diff,0.011363775391726765
comp2_rate_percent_diff,comp8_inv,0.011363775391726765
visitor_hist_starrating,comp5_rate_percent_diff,0.011311277114637145
comp5_rate_percent_diff,visitor_hist_starrating,0.011311277114637145
month,comp3_rate_percent_diff,0.011307499561917615
comp3_rate_percent_diff,month,0.011307499561917615
srch_adults_count,srch_length_of_stay,0.011260398231575035
srch_length_of_stay,srch_adults_count,0.011260398231575035
comp8_inv,prop_country_id,0.011225378533395445
prop_country_id,comp8_inv,0.011225378533395445
srch_children_count,comp4_inv,0.011215924870068672
comp4_inv,srch_children_count,0.011215924870068672
comp4_rate,comp8_inv,0.011215113882286458
comp8_inv,comp4_rate,0.011215113882286458
comp1_rate_percent_diff,comp6_rate,0.011204093166597996
comp6_rate,comp1_rate_percent_diff,0.011204093166597996
comp4_rate_percent_diff,srch_query_affinity_score,0.011160250867648847
srch_query_affinity_score,comp4_rate_percent_diff,0.011160250867648847
prop_location_score1,comp5_rate_percent_diff,0.010996974702908224
comp5_rate_percent_diff,prop_location_score1,0.010996974702908224
prop_starrating,comp4_rate,0.010789581626558294
comp4_rate,prop_starrating,0.010789581626558294
comp8_rate,prop_log_historical_price,0.010551169212541418
prop_log_historical_price,comp8_rate,0.010551169212541418
comp8_rate_percent_diff,month,0.010506395805031262
month,comp8_rate_percent_diff,0.010506395805031262
srch_saturday_night_bool,comp4_rate,0.010413487459537171
comp4_rate,srch_saturday_night_bool,0.010413487459537171
comp8_inv,visitor_location_country_id,0.010390280263078906
visitor_location_country_id,comp8_inv,0.010390280263078906
comp3_rate_percent_diff,visitor_hist_adr_usd,0.010353867897682846
visitor_hist_adr_usd,comp3_rate_percent_diff,0.010353867897682846
comp1_inv,srch_destination_id,0.010319404203245631
srch_destination_id,comp1_inv,0.010319404203245631
random_bool,comp4_inv,0.01023452631456821
comp4_inv,random_bool,0.01023452631456821
srch_length_of_stay,comp1_rate,0.010217259889999634
comp1_rate,srch_length_of_stay,0.010217259889999634
random_bool,comp7_inv,0.010180671978067785
comp7_inv,random_bool,0.010180671978067785
comp3_rate,srch_length_of_stay,0.010179366636500932
srch_length_of_stay,comp3_rate,0.010179366636500932
comp2_rate_percent_diff,comp6_rate,0.010145281220958478
comp6_rate,comp2_rate_percent_diff,0.010145281220958478
comp1_rate,booking_bool,0.010132931390012536
booking_bool,comp1_rate,0.010132931390012536
prop_brand_bool,comp4_inv,0.010115024761497084
comp4_inv,prop_brand_bool,0.010115024761497084
srch_booking_window,comp2_rate,0.010103787140142694
comp2_rate,srch_booking_window,0.010103787140142694
prop_brand_bool,booking_bool,0.009990631157440187
booking_bool,prop_brand_bool,0.009990631157440187
comp4_rate_percent_diff,comp4_rate,0.009974430651700327
comp4_rate,comp4_rate_percent_diff,0.009974430651700327
comp7_rate_percent_diff,comp7_inv,0.009889130943729124
comp7_inv,comp7_rate_percent_diff,0.009889130943729124
comp2_inv,site_id,0.009882272989593639
site_id,comp2_inv,0.009882272989593639
comp6_rate_percent_diff,month,0.009857136882526122
month,comp6_rate_percent_diff,0.009857136882526122
comp7_rate_percent_diff,comp5_rate_percent_diff,0.009745839962590408
comp5_rate_percent_diff,comp7_rate_percent_diff,0.009745839962590408
prop_location_score2,comp6_rate,0.00970751653736642
comp6_rate,prop_location_score2,0.00970751653736642
comp7_rate,comp4_inv,0.009696146763307784
comp4_inv,comp7_rate,0.009696146763307784
comp7_inv,srch_saturday_night_bool,0.009663101392729178
srch_saturday_night_bool,comp7_inv,0.009663101392729178
srch_adults_count,comp7_rate,0.009343133953170423
comp7_rate,srch_adults_count,0.009343133953170423
comp6_inv,comp7_rate,0.009275608646871552
comp7_rate,comp6_inv,0.009275608646871552
month,prop_review_score,0.009240344091993459
prop_review_score,month,0.009240344091993459
position,comp6_inv,0.009083836283290497
comp6_inv,position,0.009083836283290497
comp3_rate,comp3_rate_percent_diff,0.00897671005710253
comp3_rate_percent_diff,comp3_rate,0.00897671005710253
month,promotion_flag,0.00894321262884432
promotion_flag,month,0.00894321262884432
comp2_inv,prop_review_score,0.008801017609827296
prop_review_score,comp2_inv,0.008801017609827296
comp8_rate,comp6_inv,0.008768024355754522
comp6_inv,comp8_rate,0.008768024355754522
comp4_inv,comp4_rate,0.008732946303846648
comp4_rate,comp4_inv,0.008732946303846648
year,srch_saturday_night_bool,0.008627749358666715
srch_saturday_night_bool,year,0.008627749358666715
orig_destination_distance,comp1_inv,0.008595834903859538
comp1_inv,orig_destination_distance,0.008595834903859538
site_id,comp2_rate_percent_diff,0.008550487024464995
comp2_rate_percent_diff,site_id,0.008550487024464995
comp8_rate_percent_diff,comp8_rate,0.008528380349287552
comp8_rate,comp8_rate_percent_diff,0.008528380349287552
site_id,click_bool,0.008497290440281942
click_bool,site_id,0.008497290440281942
comp4_rate_percent_diff,comp8_rate,0.008488985917950475
comp8_rate,comp4_rate_percent_diff,0.008488985917950475
comp1_rate,comp3_rate_percent_diff,0.00842226032415338
comp3_rate_percent_diff,comp1_rate,0.00842226032415338
comp6_rate_percent_diff,prop_location_score1,0.008411661803628852
prop_location_score1,comp6_rate_percent_diff,0.008411661803628852
comp6_rate_percent_diff,srch_query_affinity_score,0.008303280402183583
srch_query_affinity_score,comp6_rate_percent_diff,0.008303280402183583
comp7_inv,comp6_rate,0.008256522783053827
comp6_rate,comp7_inv,0.008256522783053827
srch_length_of_stay,comp2_rate,0.008167742902395882
comp2_rate,srch_length_of_stay,0.008167742902395882
comp3_inv,random_bool,0.008152903418705563
random_bool,comp3_inv,0.008152903418705563
comp4_inv,comp8_rate,0.008127510927802842
comp8_rate,comp4_inv,0.008127510927802842
comp2_rate,visitor_hist_adr_usd,0.008007491272575707
visitor_hist_adr_usd,comp2_rate,0.008007491272575707
booking_bool,srch_room_count,0.007948277953789926
srch_room_count,booking_bool,0.007948277953789926
click_bool,comp1_rate,0.007939275118960223
comp1_rate,click_bool,0.007939275118960223
prop_id,visitor_hist_starrating,0.0079334622445119
visitor_hist_starrating,prop_id,0.0079334622445119
comp4_rate_percent_diff,prop_starrating,0.00792196733412604
prop_starrating,comp4_rate_percent_diff,0.00792196733412604
price_usd,orig_destination_distance,0.007830157809446821
orig_destination_distance,price_usd,0.007830157809446821
srch_id,comp6_rate_percent_diff,0.007789216430073738
comp6_rate_percent_diff,srch_id,0.007789216430073738
comp7_rate_percent_diff,click_bool,0.007776420708708831
click_bool,comp7_rate_percent_diff,0.007776420708708831
prop_starrating,price_usd,0.007769511872760292
price_usd,prop_starrating,0.007769511872760292
comp7_rate_percent_diff,prop_id,0.007768926581799843
prop_id,comp7_rate_percent_diff,0.007768926581799843
comp3_rate_percent_diff,comp8_inv,0.007734637925911939
comp8_inv,comp3_rate_percent_diff,0.007734637925911939
comp6_inv,random_bool,0.007710445507119473
random_bool,comp6_inv,0.007710445507119473
srch_query_affinity_score,comp8_rate_percent_diff,0.007709699206103809
comp8_rate_percent_diff,srch_query_affinity_score,0.007709699206103809
comp1_inv,comp8_rate,0.007649188888028981
comp8_rate,comp1_inv,0.007649188888028981
price_usd,gross_bookings_usd,0.007575328286870841
gross_bookings_usd,price_usd,0.007575328286870841
comp7_rate,comp7_inv,0.007573370404571892
comp7_inv,comp7_rate,0.007573370404571892
month,comp5_rate,0.00756968421372726
comp5_rate,month,0.00756968421372726
prop_log_historical_price,random_bool,0.007560783976632749
random_bool,prop_log_historical_price,0.007560783976632749
comp7_rate_percent_diff,comp5_inv,0.007401059920206561
comp5_inv,comp7_rate_percent_diff,0.007401059920206561
month,prop_country_id,0.0073607446525465175
prop_country_id,month,0.0073607446525465175
comp4_rate_percent_diff,comp6_rate,0.00729076369561161
comp6_rate,comp4_rate_percent_diff,0.00729076369561161
comp8_rate,orig_destination_distance,0.007273496100307463
orig_destination_distance,comp8_rate,0.007273496100307463
comp2_rate,srch_query_affinity_score,0.007272678099372965
srch_query_affinity_score,comp2_rate,0.007272678099372965
comp2_rate_percent_diff,prop_starrating,0.007158875054283285
prop_starrating,comp2_rate_percent_diff,0.007158875054283285
year,visitor_location_country_id,0.00712355091672484
visitor_location_country_id,year,0.00712355091672484
comp3_rate_percent_diff,comp7_rate_percent_diff,0.00711517954419941
comp7_rate_percent_diff,comp3_rate_percent_diff,0.00711517954419941
srch_room_count,click_bool,0.007043942605374926
click_bool,srch_room_count,0.007043942605374926
comp4_inv,comp1_rate_percent_diff,0.007043792287770781
